kur,length_ms,mean,mfcc_max,mfcc_mean,mfcc_std,sc_kur,sc_max,sc_mean,sc_min,sc_skew,sc_std,skew,stft_kur,stft_min,stft_skew,stft_std,zcs
9.406061240543709,3737,0.5167332909240356,171.69092,-33.485947,134.65486,-1.1207685246246946,0.7664601164186622,5792.550744274666,1250.7635834152843,0.2509401616754532,3328.0554572831006,0.2731533743406074,-1.2150249712860668,-8.184646636280721,0.403514030483303,0.33553314,16995
19.56418749382661,3904,0.492286251098048,205.0077,-29.502108,130.48563,-1.531204256017284,0.4769262857468279,5197.620555017599,950.0065416849608,0.2195817978098662,4040.931569613733,0.2921572353640685,-1.384174293987925,-8.54952016293478,0.2909053051370035,0.35238042,13906
4.881240559386403,4671,0.5767080578915149,165.45653,-30.532463,126.57711,-1.130152744924187,0.47978855954045696,4830.743036852651,1056.7260223316273,0.436699155392461,3332.1312995313765,0.3026589989545012,-1.2429465224059983,-9.521665928791396,0.4703500130240766,0.35226968,18723
13.040259383504964,3637,0.5097062532578815,190.03609,-36.059555,159.72516,-1.4977648572113873,0.49470453060231667,5376.446478268535,995.9950707105021,0.0988022840910602,4053.6630731097007,-0.0810143266840635,-1.4453181127037218,-9.282556989585938,0.2747559333067913,0.36055207,11617
7.485109355361592,4404,0.5351768142585108,161.134,-31.405996,122.125824,-1.1675439751413927,0.48648387707673135,5146.012474455235,1085.6726535092262,0.4960657181182721,3442.7241088816854,0.4148721043723152,-1.3667420680582354,-9.043047005019378,0.3189255878396368,0.35065478,15137
12.775898105848588,3570,0.5104342827478079,213.68192,-30.500889,132.58173,-1.1145268361357537,0.4999800084765312,4251.116911942932,869.3247238670737,0.5551977533598422,3833.1781833707423,0.0281857673162942,-1.0981794319078344,-8.90491548608345,0.576157437390533,0.34525588,12143
14.273622696675917,3770,0.4868166130840935,228.32715,-30.177172,139.50746,-1.503746208882781,0.6769506973487099,5718.247598119217,889.335985278743,0.0922113205424383,4008.8039781710777,0.011188322909745,-1.4258984302453852,-7.80665640542237,0.0271917247957143,0.34683928,14239
11.289926335091987,3437,0.4750086686962227,220.38373,-36.048576,167.65213,-1.6015143893609538,0.4768165456328037,6085.206268357976,1054.6233005493941,-0.1127366088910634,3737.829447122608,0.2113525112871773,-1.307958278148405,-6.866413206285383,0.0568398056050616,0.32824752,11147
5.259552005331312,3770,0.4519070374763914,207.63217,-33.899364,159.19762,-1.609621759545796,0.5062628348627899,6349.352393876921,1015.2146668883706,-0.0726713740780695,4014.630497936632,-0.9644333400487632,-1.2629600264070822,-7.445115945204943,-0.2160204280235494,0.32825288,15293
11.379088661948936,4371,0.7199068148767012,167.96753,-29.462296,116.833786,-1.2884436090429503,0.47681416682026645,5486.705834640869,991.3644024981206,0.5426999649598326,3602.202956669995,0.4750984095984663,-1.5447158205960356,-8.592578217117373,-0.1419898179833361,0.36764336,13024
12.331682865231096,4438,0.5769499613216035,161.57228,-35.042236,131.51068,-0.8408301683469923,0.4817974905594435,4901.650921432177,1347.2312102463868,0.5739096981147916,2845.3148998630827,-0.3214091729843859,-0.9336437274594108,-8.2570230630751,0.6636392115063635,0.33302042,19359
6.579114026360848,3637,0.43901601817301755,199.10287,-32.76429,160.37741,-1.6299608659392006,0.48614126099034183,6621.952371016358,1137.2086921399784,-0.1722632235397695,3833.220188697705,-0.2812067196140384,-1.2893771302321386,-6.259264570580967,-0.2905305480035377,0.32737958,12597
6.717218573192392,3971,0.5438305014809851,189.05966,-34.11762,165.02167,-0.7343073456261426,0.5443488339858366,5016.271911026011,1018.4710587635119,0.6586347190005523,3239.9381566178054,-0.6075590536651183,-1.2746397467002548,-7.604135960125273,0.261846251940035,0.3315694,12339
22.183236452358248,4504,0.5760984283368933,153.92604,-34.821735,164.23001,-0.4781872831486291,0.48807215588502895,5481.013422324736,1179.0879289682853,0.790944306976741,2941.1018234832773,-0.901412539638745,-1.2593940964362675,-7.284863155823281,0.0833181622334394,0.3168888,13640
4.373104755682544,5038,0.47028691038562137,168.89973,-38.21092,151.0448,-0.6991669453964575,0.4801419716964767,4324.662405147487,975.1385469767805,0.8373244780722867,3413.39887329926,-0.3714282100390984,-1.186016488329691,-9.862532440118027,0.581274996872754,0.36205778,15485
6.26707025867489,4872,0.6779842932317705,177.5268,-32.44183,133.17375,-1.171222364133283,0.5143524522841665,4952.768904381686,993.0189179893372,0.5531524301455357,3517.024753493071,-0.1352857461931846,-1.3451946598929834,-9.085200560930392,0.327210655375488,0.35375398,15125
8.673428551502584,3971,0.4619392676223059,207.53506,-33.729385,160.28496,-1.4052196539644823,0.5732837541981263,5617.712015502282,930.896427138248,0.2116707069580359,3838.7207830790535,-1.0765016533341567,-1.367953807014107,-7.542344118606739,-0.053819888195404,0.33863714,10575
14.498168878574637,3737,0.5169884985527298,182.44167,-23.537529,97.46727,-0.9995743036916158,0.2686097567078207,5423.21635574468,1237.7200244119367,0.2954992324571319,2602.9681716691134,0.418744270645805,-1.0531480988219806,-9.808634022434955,0.4298933183577387,0.32266322,21222
15.80259506807746,3904,0.6648765040306833,193.28554,-25.791014,111.2614,-1.1618875514126217,0.4762894693821007,4505.596136582808,871.5891707163547,0.2699311113353664,3298.326953988611,0.4619399375330496,-1.308235265226288,-8.997132837964497,0.3202358174715488,0.34632233,14749
7.323569796615112,3704,0.5233430956743091,190.33499,-33.07317,141.03581,-1.490528806033366,0.4768141806355912,5568.05768557888,1069.3432881280773,0.0212503617138593,4049.039721521475,0.1070962590071303,-1.3122491019512208,-9.210919131938997,0.327833477375521,0.348614,16867
7.685086286820896,5339,0.5588051922787897,180.64352,-31.906656,124.49752,-1.4248599094213252,0.5037231734055916,5122.839254551184,1211.5545221979264,0.5190822675083081,3682.708855726052,0.5654598172746871,-1.442767703859403,-8.578966259945217,0.2514181060384908,0.3552558,14713
5.064567984405604,4705,0.5687184852410485,175.98383,-32.483852,137.0792,-1.0789519277481114,0.5090361274354374,4536.722244330041,1005.2618217874647,0.4637532226152701,3286.971544551412,0.1436744834251545,-1.1741641102821891,-9.570603995397978,0.5663008521952607,0.3548418,15175
16.604987642999504,3637,0.5132650232890346,151.31192,-29.584751,118.09067,-0.8152197686440927,0.5098207905639303,5490.983909880802,1206.7676104295788,0.3142780290868078,3258.7467400345035,0.2327157398491788,-1.2739146947423372,-9.271481726468647,0.3733510678442218,0.3451745,16499
17.492216846576614,3971,0.6613445922973598,197.1713,-24.958572,109.89788,-1.2772332028149345,0.3640807900277452,4645.976943774447,934.6932186719325,0.19148545439631,3344.549022884965,0.4344819998928271,-1.2386574667888024,-8.779449530180397,0.4171345883227061,0.344259,13547
22.129248017280045,3704,0.4980713311743185,207.4743,-30.407497,138.6962,-1.456303955714809,0.5124201332177348,6314.915198700293,1019.3607004869492,0.1183935223636127,3603.5088100231583,-0.1471956480367714,-1.3634746013984416,-5.883113802643819,0.0116697854036748,0.32657287,13467
3.712162429361473,4838,0.4859098499820451,152.26486,-30.17725,111.31816,-1.1531548064236956,0.4865967439203578,5484.97299468599,1039.8169482174708,0.5808454552207408,3124.272823627629,-0.0406339284928173,-1.322727860039905,-9.330444486753818,0.2766810983518439,0.34582767,15729
19.85653745250599,3136,0.477717815427789,216.46515,-37.00441,162.49753,-1.4046985559105247,0.4768141763225143,4478.172162938817,798.3675505657425,0.2897725331790862,3902.0900854217352,-0.1166435513706422,-1.3361588399381392,-9.244835033394157,0.3730861751398354,0.35414216,9267
15.818257460725452,3604,0.49130421661212753,173.71191,-30.775442,136.44073,-1.330907169811527,0.5205607156840724,5951.027152075118,1097.1606950342916,0.1659363146771832,3226.5862803708137,0.0939613595916922,-1.2705276572963091,-7.749680534359659,-0.0081219279687894,0.3213923,12906
