kur,length_ms,mean,mfcc_max,mfcc_mean,mfcc_std,sc_kur,sc_max,sc_mean,sc_min,sc_skew,sc_std,skew,stft_kur,stft_mean,stft_min,stft_std,zcs
2.2413542942972926,3737,0.5167332909240356,171.69092,-33.485947,134.65486,-1.1207685246246946,0.7664601164186622,5792.550744274666,1250.7635834152843,0.2509401616754532,3328.0554572831006,0.2731533743406074,-1.2150249712860668,0.41525045,-3.554546870462625,0.33553314,16995
2.9737007262453066,3904,0.492286251098048,205.0077,-29.502108,130.48563,-1.531204256017284,0.4769262857468279,5197.620555017599,950.0065416849608,0.2195817978098662,4040.931569613733,0.2921572353640685,-1.384174293987925,0.4174879,-3.7130094296828133,0.35238042,13906
1.585399400547426,4671,0.5767080578915149,165.45653,-30.532463,126.57711,-1.130152744924187,0.47978855954045696,4830.743036852651,1056.7260223316273,0.436699155392461,3332.1312995313765,0.3026589989545012,-1.2429465224059983,0.37975752,-4.135206971397686,0.35226968,18723
2.5680414476737563,3637,0.5097062532578815,190.03609,-36.059555,159.72516,-1.4977648572113873,0.49470453060231667,5376.446478268535,995.9950707105021,0.0988022840910602,4053.6630731097007,-0.0810143266840635,-1.4453181127037218,0.40727672,-4.031363278530355,0.36055207,11617
2.0129156276996163,4404,0.5351768142585108,161.134,-31.405996,122.125824,-1.1675439751413927,0.48648387707673135,5146.012474455235,1085.6726535092262,0.4960657181182721,3442.7241088816854,0.4148721043723152,-1.3667420680582354,0.4159741,-3.9273454138706985,0.35065478,15137
2.5475604354463885,3570,0.5104342827478079,213.68192,-30.500889,132.58173,-1.1145268361357537,0.4999800084765312,4251.116911942932,869.3247238670737,0.5551977533598422,3833.1781833707423,0.0281857673162942,-1.0981794319078344,0.34966907,-3.8673556574217223,0.34525588,12143
2.65841326729185,3770,0.4868166130840935,228.32715,-30.177172,139.50746,-1.503746208882781,0.6769506973487099,5718.247598119217,889.335985278743,0.0922113205424383,4008.8039781710777,0.011188322909745,-1.4258984302453852,0.47631174,-3.390387798988904,0.34683928,14239
2.4239108533477234,3437,0.4750086686962227,220.38373,-36.048576,167.65213,-1.6015143893609538,0.4768165456328037,6085.206268357976,1054.6233005493941,-0.1127366088910634,3737.829447122608,0.2113525112871773,-1.307958278148405,0.4873062,-2.9820453659580597,0.32824752,11147
1.6600458530333362,3770,0.4519070374763914,207.63217,-33.899364,159.19762,-1.609621759545796,0.5062628348627899,6349.352393876921,1015.2146668883706,-0.0726713740780695,4014.630497936632,-0.9644333400487632,-1.2629600264070822,0.5350295,-3.233372772130963,0.32825288,15293
2.431777343061621,4371,0.7199068148767012,167.96753,-29.462296,116.833786,-1.2884436090429503,0.47681416682026645,5486.705834640869,991.3644024981206,0.5426999649598326,3602.202956669995,0.4750984095984663,-1.5447158205960356,0.5060431,-3.7317093050161567,0.36764336,13024
2.512171793283168,4438,0.5769499613216035,161.57228,-35.042236,131.51068,-0.8408301683469923,0.4817974905594435,4901.650921432177,1347.2312102463868,0.5739096981147916,2845.3148998630827,-0.3214091729843859,-0.9336437274594108,0.36504024,-3.5859795532414016,0.33302042,19359
1.8839000898218596,3637,0.43901601817301755,199.10287,-32.76429,160.37741,-1.6299608659392006,0.48614126099034183,6621.952371016358,1137.2086921399784,-0.1722632235397695,3833.220188697705,-0.2812067196140384,-1.2893771302321386,0.55669147,-2.7183640637758413,0.32737958,12597
1.9046741660549003,3971,0.5438305014809851,189.05966,-34.11762,165.02167,-0.7343073456261426,0.5443488339858366,5016.271911026011,1018.4710587635119,0.6586347190005523,3239.9381566178054,-0.6075590536651183,-1.2746397467002548,0.44401434,-3.3024342871249814,0.3315694,12339
3.0993368888768438,4504,0.5760984283368933,153.92604,-34.821735,164.23001,-0.4781872831486291,0.48807215588502895,5481.013422324736,1179.0879289682853,0.790944306976741,2941.1018234832773,-0.901412539638745,-1.2593940964362675,0.49502066,-3.163775869994039,0.3168888,13640
1.4754732272507807,5038,0.47028691038562137,168.89973,-38.21092,151.0448,-0.6991669453964575,0.4801419716964767,4324.662405147487,975.1385469767805,0.8373244780722867,3413.39887329926,-0.3714282100390984,-1.186016488329691,0.3479213,-4.283243416334248,0.36205778,15485
1.8353089820740465,4872,0.6779842932317705,177.5268,-32.44183,133.17375,-1.171222364133283,0.5143524522841665,4952.768904381686,993.0189179893372,0.5531524301455357,3517.024753493071,-0.1352857461931846,-1.3451946598929834,0.40892887,-3.945652470595526,0.35375398,15125
2.1602641626230046,3971,0.4619392676223059,207.53506,-33.729385,160.28496,-1.4052196539644823,0.5732837541981263,5617.712015502282,930.896427138248,0.2116707069580359,3838.7207830790535,-1.0765016533341567,-1.367953807014107,0.49846986,-3.2755984313275093,0.33863714,10575
2.674022357215771,3737,0.5169884985527298,182.44167,-23.537529,97.46727,-0.9995743036916158,0.2686097567078207,5423.21635574468,1237.7200244119367,0.2954992324571319,2602.9681716691134,0.418744270645805,-1.0531480988219806,0.40808603,-4.259835630951998,0.32266322,21222
2.7601741713612475,3904,0.6648765040306833,193.28554,-25.791014,111.2614,-1.1618875514126217,0.4762894693821007,4505.596136582808,871.5891707163547,0.2699311113353664,3298.326953988611,0.4619399375330496,-1.308235265226288,0.40584812,-3.907405144478002,0.34632233,14749
1.9910978862305861,3704,0.5233430956743091,190.33499,-33.07317,141.03581,-1.490528806033366,0.4768141806355912,5568.05768557888,1069.3432881280773,0.0212503617138593,4049.039721521475,0.1070962590071303,-1.3122491019512208,0.4028804,-4.000251352256237,0.348614,16867
2.0392816048807982,5339,0.5588051922787897,180.64352,-31.906656,124.49752,-1.4248599094213252,0.5037231734055916,5122.839254551184,1211.5545221979264,0.5190822675083081,3682.708855726052,0.5654598172746871,-1.442767703859403,0.4265559,-3.725797707128386,0.3552558,14713
